3005FB63AC1F3681EC8805AA88,2,-64.5,-64.0,-64.25,1581426744870992,1581426744977752,106760,-0.0038910505836575876,0,2,0,0,0
2005FB63EAC13681E4EC0FD250,2,-62.5,-62.5,-62.5,1581414458536708,1581414458622188,85480,-0.0,0,0,0,2,0
1007CEA7AC1F3681EAC5106D78,8,-62.5,-48.5,-57.1875,1581427851115545,1581427852317949,1202404,-0.0814262659967361,4,0,4,0,0
2005FB63EAC13681E4EC0FEC79,4,-58.0,-53.5,-56.0,1581427806540651,1581427807091016,550365,-0.030278258853237806,0,4,0,0,0
3005FB63AC1F3681EC8812AB88,5,-63.0,-59.0,-60.6,1581426745337816,1581426746155022,817206,-0.026299302723612587,0,5,0,0,0
E2806890000000001834376044,4,-69.0,-64.0,-66.25,1581419757100913,1581419757873103,772190,-0.027472112789737803,0,1,3,0,0
3005FB63AC1F3681EC88145844,6,-60.5,-56.0,-58.083333333333336,1581419756100345,1581419757423644,1323299,-0.030804749718197827,4,0,2,0,0
E28068900000000018343FEE42,2,-65.5,-65.0,-65.25,1581419599859235,1581419600001947,142712,-0.0038314176245210726,0,2,0,0,0
E280689000000000183444A681,4,-64.5,-59.0,-61.0,1581427534280620,1581427535107283,826663,-0.03525543142230585,4,0,0,0,0
3005FB63AC1F3681EC88142844,6,-63.5,-60.5,-62.083333333333336,1581419756108749,1581419757671196,1562447,-0.015711006591569963,5,1,0,0,0
3005FB63AC1F3681EC8813AE44,4,-57.0,-54.0,-56.125,1581419756472725,1581419757111643,638918,-0.022160076550258798,0,2,2,0,0
7336CEF1C1FE3682DEA1005050,8,-60.0,-56.0,-58.375,1581414457707431,1581414459526108,1818677,-0.025962217672338632,0,4,4,0,0
2005FB63EAC13681E4EC0FD278,2,-54.0,-53.0,-53.5,1581427851557824,1581427851660829,103005,-0.009345794392523364,0,0,2,0,0
3005FB63AC1F3681EC8813AD42,6,-60.0,-54.0,-57.0,1581419599120088,1581419600252539,1132451,-0.036167593207172465,0,4,2,0,0
3005FB63AC1F3681EC8811B081,19,-65.0,-53.0,-59.76315789473684,1581427533580528,1581427537673722,4093194,-0.05066336761599414,2,5,12,0,0
90134BC1F1CE3781AEA1001146,1,-61.5,-61.5,-61.5,1581415071135651,1581415071135651,0,-0.0,0,0,0,1,0
3005FB63AC1F3681EC88149080,2,-60.0,-58.0,-59.0,1581427829532589,1581427829646673,114084,-0.01694915254237288,0,2,0,0,0
3005FB63AC1F3681EC8812B741,7,-64.0,-59.0,-62.285714285714285,1581420092519264,1581420093588895,1069631,-0.029057017108531945,1,3,3,0,0
E28068900000000018342CA486,2,-69.5,-67.0,-68.25,1581429823457276,1581429823515516,58240,-0.018315018315018316,2,0,0,0,0
3005FB63AC1F3681EC8814BC50,3,-58.5,-58.0,-58.166666666666664,1581414457985641,1581414458812917,827276,-0.004052187857802565,3,0,0,0,0
7336CEF1C1FE3682DEA1004B44,2,-62.0,-60.0,-61.0,1581419757015925,1581419757201837,185912,-0.01639344262295082,0,2,0,0,0
3005FB63AC1F3681EC88131639,4,-55.0,-52.0,-53.5,1581420244568768,1581420245175997,607229,-0.020897831565418596,4,0,0,0,0
3005FB63AC1F3681EC8815B987,2,-59.5,-59.0,-59.25,1581429690867508,1581429690939576,72068,-0.004219409282700422,0,0,2,0,0
3005FB63AC1F3681EC8814A884,4,-54.0,-52.0,-53.0,1581426619903835,1581426620852134,948299,-0.014916404057398016,0,0,4,0,0
2005FB63EAC13681E5C6028D42,6,-60.0,-49.5,-54.916666666666664,1581419598242027,1581419599557169,1315142,-0.07119092021693416,0,0,6,0,0
2005FB63AC1F3681AB1004E341,10,-65.5,-57.5,-61.35,1581420091483367,1581420094025498,2542131,-0.04849739379563762,2,6,2,0,0
3005FB63AC1F3681EC8812AB79,3,-58.5,-55.5,-57.166666666666664,1581427806475560,1581427806990596,515036,-0.021817244237748928,0,3,0,0,0
E28068900000000018342CA483,1,-71.5,-71.5,-71.5,1581427509447698,1581427509447698,0,-0.0,1,0,0,0,0
3005FB63AC1F3681EC8812DB87,2,-61.5,-57.5,-59.5,1581429690546218,1581429692349121,1802903,-0.03361344537815126,1,1,0,0,0
1532FB63AC1F3681EC88046840,14,-63.5,-57.0,-60.107142857142854,1581420349067740,1581420351089263,2021523,-0.034179386852690806,5,2,7,0,0
2005FB63AC1F3681AB1005CE81,10,-67.0,-57.5,-64.7,1581427529707747,1581427535275385,5567638,-0.03867077589859908,1,1,8,0,0
2005FB63EAC13681E5C6025A36,8,-63.0,-58.0,-59.4375,1581421001780030,1581421003232167,1452137,-0.029273209057991703,2,4,2,0,0
E2806890000000001834531788,55,-63.0,-58.0,-59.38181818181818,1581426740104850,1581426749578060,9473210,-0.014536530888510988,55,0,0,0,1
2005FB63EAC13681E5C602B636,2,-54.5,-52.5,-53.5,1581421002744563,1581421002840463,95900,-0.018691588785046728,2,0,0,0,0
2005FB63AC1F3681AB1005CE83,4,-63.5,-60.5,-62.25,1581427508230644,1581427508821784,591140,-0.01840391845363791,4,0,0,0,0
E28068900000000018343B1783,1,-64.0,-64.0,-64.0,1581427509372839,1581427509372839,0,-0.0,1,0,0,0,0
2005FB63CE453265E5C6147344,6,-59.5,-56.5,-58.0,1581419756470750,1581419757383383,912633,-0.02111629088606188,0,2,4,0,0
E2806890000000001834499450,1,-68.0,-68.0,-68.0,1581414458942151,1581414458942151,0,-0.0,0,1,0,0,0
E2806890000000001834531780,51,-63.5,-58.0,-59.40196078431372,1581427822525476,1581427831583100,9057624,-0.020887000520952468,51,0,0,0,1
